transaction_id,customer_name,mobile_number,transaction_amount,payment_method,transaction_type,transaction_time,location,merchant_name,device_type,ip_address
TXN3377,Lori Rios,8947463947,62111.87,UPI,Credit,16-01-2026 02:56,Delhi,Myntra,iPhone,212.162.36.243
TXN3378,Maria Sanchez,6554816254,85075.41,UPI,Debit,19-02-2026 05:47,Bangalore,Swiggy,Web,191.42.54.181
TXN3379,Danny Hendricks,6797706774,73656.72,UPI,Debit,04-03-2026 18:57,Mysore,Swiggy,iPhone,91.144.103.240
TXN3380,David Kirk,7948507458,1782.96,UPI,Debit,20-02-2026 04:42,Delhi,Amazon,iPhone,30.43.69.122
TXN3381,Raymond Jones,4132316692,34905.64,UPI,Credit,27-05-2026 02:34,Mumbai,Myntra,iPhone,30.29.49.146
TXN3382,Donna Williams,8451907569,49603.92,Net Banking,Debit,18-01-2026 09:22,Pune,PhonePe,Web,50.240.11.186
TXN3383,Kelly Lee,2683617428,83690.48,Net Banking,Debit,19-02-2026 18:30,Chennai,Swiggy,Android,76.62.74.94
TXN3384,Andrew Hall,4274346078,18274.21,Credit Card,Credit,19-03-2026 18:35,Delhi,Myntra,iPhone,90.42.22.55
TXN3385,Jacob Hall,4401268512,92506.48,Debit Card,Debit,21-05-2026 05:39,Pune,Flipkart,Web,141.165.120.11
TXN3386,Tracy Foster,4322333789,36661.37,UPI,Credit,08-02-2026 03:39,Chennai,Zomato,Web,14.17.252.188
TXN3387,Emily Castillo,9102863211,48362.2,Credit Card,Debit,24-04-2026 03:47,Chennai,Amazon,Android,55.173.23.133
TXN3388,Mark Carter,3016376825,93305.34,Debit Card,Debit,19-03-2026 03:13,Chennai,PhonePe,iPhone,135.119.178.58
TXN3389,Erik Aguilar,6521102684,10364.35,Debit Card,Debit,12-02-2026 13:57,Delhi,Paytm,Web,177.79.142.173
TXN3390,Eric Reed,7033289382,25190.85,Credit Card,Debit,02-04-2026 11:56,Delhi,Paytm,Android,30.17.19.192
TXN3391,Benjamin Williams,6918390427,51534.59,Debit Card,Debit,21-03-2026 10:32,Pune,Amazon,Android,1.77.109.206
TXN3392,Samantha Bridges,8208696188,52074,Net Banking,Debit,02-04-2026 18:53,Mysore,Zomato,Android,113.127.171.97
TXN3393,Megan Reynolds,8317290396,28626.39,Debit Card,Credit,08-02-2026 03:30,Delhi,Zomato,iPhone,51.150.153.51
TXN3394,Abigail Long,8544196429,45343.13,Net Banking,Debit,05-04-2026 11:13,Bangalore,Paytm,Android,38.28.188.8
TXN3395,Michael Bryant,8517868616,63375.15,UPI,Debit,01-03-2026 09:45,Pune,Flipkart,Web,92.91.200.141
TXN3396,Jennifer Patterson,4655648687,8129.34,UPI,Credit,23-02-2026 20:40,Mysore,PhonePe,Web,155.129.83.234
TXN3397,Amber Sampson,4989248943,19368.4,Credit Card,Debit,29-03-2026 07:59,Mumbai,Flipkart,Web,183.227.128.229
TXN3398,Shawn Stewart,7287583847,73110.32,UPI,Debit,17-03-2026 23:16,Pune,Paytm,iPhone,135.142.168.6
TXN3399,Jack Ochoa,7232174564,99133.03,Net Banking,Debit,16-02-2026 10:16,Pune,Swiggy,Web,139.138.163.158
TXN3400,Tina Walters,9154212184,66565.74,Net Banking,Debit,23-01-2026 15:56,Chennai,PhonePe,Web,213.128.38.50
TXN3401,Catherine Navarro,4289765081,83448.68,Credit Card,Credit,07-04-2026 21:40,Mumbai,Paytm,Web,94.164.0.131
TXN3402,Willie Harvey,630163309,45564.45,Debit Card,Credit,26-05-2026 21:53,Pune,Zomato,iPhone,97.177.239.70
TXN3403,Donald Diaz,3569343266,95181.07,Credit Card,Credit,11-04-2026 22:58,Pune,Amazon,iPhone,143.234.116.243
TXN3404,Alexis Reeves,3292825255,50686.78,Net Banking,Debit,22-04-2026 11:45,Bangalore,Flipkart,Android,106.128.55.169
TXN3405,Amanda Savage,3504033779,38133.74,Net Banking,Credit,13-04-2026 13:24,Pune,Flipkart,Web,41.134.243.244
TXN3406,Tiffany Tyler,1220117897,49085.54,Credit Card,Debit,28-04-2026 04:26,Chennai,Zomato,iPhone,43.106.133.167
TXN3407,Jesse Jones,5525043450,77202.78,Net Banking,Credit,17-01-2026 12:24,Mumbai,Paytm,Web,57.224.101.122
TXN3408,Phillip Sanders,6665380783,88969.15,Credit Card,Credit,04-05-2026 14:06,Bangalore,Amazon,Web,182.162.226.160
TXN3409,Brian Charles,7660363792,51774.32,Credit Card,Credit,14-05-2026 06:00,Pune,Zomato,iPhone,25.168.229.189
TXN3410,Frank Malone,8282747836,56710.12,Debit Card,Debit,20-02-2026 01:44,Mumbai,Amazon,Android,63.143.189.222
TXN3411,Amber Campbell,8969842217,81630.04,Credit Card,Credit,25-04-2026 18:35,Pune,Myntra,Web,161.96.60.104
TXN3412,Sydney Wyatt,5661426471,67636.62,Credit Card,Debit,21-04-2026 01:57,Bangalore,Flipkart,iPhone,148.222.106.218
TXN3413,Juan Sanchez,5199607471,8459.03,UPI,Debit,24-05-2026 16:13,Pune,Paytm,Android,47.64.175.198
TXN3414,Ryan Gonzalez,8921838615,12389.5,UPI,Credit,19-04-2026 23:51,Bangalore,Amazon,Android,12.140.27.175
TXN3415,Robin Bruce,8137311138,44011.21,Net Banking,Debit,12-03-2026 07:41,Mysore,Amazon,iPhone,166.151.173.231
TXN3416,Christopher Weaver,2728905656,73528.97,Credit Card,Debit,04-01-2026 23:03,Mysore,Myntra,Web,208.31.201.224
TXN3417,Terry Wilcox,1136758526,56370.16,Net Banking,Credit,11-02-2026 21:43,Hyderabad,Amazon,Web,97.248.101.66
TXN3418,Lacey Meyers,4130898965,56157.74,Debit Card,Debit,18-04-2026 03:01,Delhi,Myntra,iPhone,96.44.4.116
TXN3419,Debbie Martinez,2135622210,46731.86,Debit Card,Credit,07-04-2026 17:01,Mumbai,Flipkart,Android,3.72.150.33
TXN3420,Maria Thomas,7417551952,20393.51,Credit Card,Debit,14-04-2026 17:46,Bangalore,Amazon,iPhone,40.146.92.116
TXN3421,Karen Wilson,8417359721,29767.52,Debit Card,Credit,10-05-2026 17:00,Mumbai,Flipkart,Web,83.133.25.119
TXN3422,Danielle Myers,9562647627,1582.87,UPI,Credit,06-02-2026 07:34,Mumbai,Myntra,Android,219.95.85.154
TXN3423,Lisa Tate,9171849220,28184.39,Credit Card,Credit,30-04-2026 04:56,Delhi,Swiggy,Web,105.244.0.228
TXN3424,Kristie Torres,156611129,8182.68,UPI,Credit,17-03-2026 20:23,Mysore,Swiggy,Web,35.107.107.153
TXN3425,Mark Diaz,40380227,27585.06,UPI,Debit,12-04-2026 08:38,Pune,Flipkart,Android,169.209.179.34
TXN3426,Donna Murphy,7893623009,60885.22,UPI,Credit,14-03-2026 21:39,Hyderabad,Amazon,iPhone,80.19.102.255
TXN3427,Christine Gilbert,4307114440,81722.54,Net Banking,Debit,19-02-2026 00:43,Pune,Zomato,iPhone,190.68.184.99
TXN3428,Taylor Rocha,4164151557,13080.59,Net Banking,Credit,15-03-2026 19:03,Chennai,Amazon,iPhone,102.36.41.37
TXN3429,Kathleen Walker,342391537,10842.77,Net Banking,Debit,27-02-2026 21:11,Bangalore,Amazon,iPhone,39.216.86.172
TXN3430,Austin Gonzalez,7434876440,94438.01,Credit Card,Debit,19-04-2026 03:26,Mysore,PhonePe,Android,195.237.138.13
TXN3431,Anna Davis,2726828843,88834.9,Debit Card,Credit,07-01-2026 23:46,Pune,PhonePe,Android,133.8.60.61
TXN3432,Scott Allison,9170101815,17325.21,Credit Card,Credit,21-01-2026 11:51,Mumbai,Myntra,Android,57.177.237.196
TXN3433,Sharon Adams,5689135822,52730.8,Credit Card,Credit,12-01-2026 03:14,Pune,Paytm,Android,122.102.253.27
TXN3434,Wendy Johnston,2742205919,47675.6,Net Banking,Debit,12-05-2026 01:31,Bangalore,Flipkart,Android,114.15.195.247
TXN3435,Stephanie Reid,7451507642,59557.62,Credit Card,Debit,09-05-2026 00:37,Mysore,Paytm,Web,129.109.187.201
TXN3436,Michael Thomas,117001059,19044.51,Credit Card,Debit,29-04-2026 14:45,Pune,Swiggy,iPhone,157.196.192.205
TXN3437,Tamara Rogers,7268704504,8149.74,UPI,Debit,09-05-2026 00:30,Mysore,Flipkart,iPhone,109.239.4.2
TXN3438,Heather Daniels,1423087424,93442.57,Credit Card,Debit,08-01-2026 18:25,Chennai,PhonePe,iPhone,204.175.236.41
TXN3439,Jessica Webb,7733407958,61932.69,Debit Card,Debit,31-01-2026 13:21,Mumbai,Paytm,Android,72.56.211.220
TXN3440,Stephen Martin II,2099708054,27113.59,Debit Card,Credit,22-04-2026 14:52,Mumbai,Zomato,Web,44.99.55.240
TXN3441,Katherine Horne,1160671845,81767.5,UPI,Debit,17-05-2026 20:57,Mysore,Paytm,iPhone,148.229.81.203
TXN3442,Thomas Cohen,7111472679,35390.93,Credit Card,Debit,13-03-2026 03:16,Hyderabad,Zomato,Android,180.5.171.137
TXN3443,Tracy Ball,4991797791,64077.59,Credit Card,Credit,05-01-2026 16:47,Chennai,Zomato,Android,200.250.183.181
TXN3444,Nathan Kim,3110076064,25709.92,Credit Card,Credit,05-01-2026 10:12,Pune,Myntra,Android,18.10.91.38
TXN3445,Dr. Pamela Snyder,9303616212,95435.55,Credit Card,Credit,14-03-2026 22:03,Hyderabad,Zomato,Web,150.25.163.246
TXN3446,Billy Ellis,5898719763,77422.25,Debit Card,Debit,09-03-2026 21:37,Mumbai,Swiggy,iPhone,191.179.193.194
TXN3447,Andrew Clark,3612778856,59107.63,Debit Card,Debit,07-02-2026 15:22,Mysore,Flipkart,Web,133.82.107.52
TXN3448,Cindy Franklin MD,8641385177,36144.04,UPI,Debit,18-02-2026 07:16,Mumbai,Paytm,Web,169.138.88.250
TXN3449,Elizabeth Anderson,5198847948,41746.62,Net Banking,Debit,24-02-2026 09:13,Bangalore,Flipkart,Android,96.45.194.71
TXN3450,Dalton Lin,7722090097,89434.49,Credit Card,Credit,03-01-2026 17:25,Hyderabad,Swiggy,iPhone,77.63.41.49
TXN3451,Andrew Moore,960710328,78473.41,Credit Card,Debit,07-05-2026 03:44,Bangalore,Myntra,iPhone,43.53.229.6
TXN3452,Danielle West,9323901501,86917.07,Net Banking,Credit,14-04-2026 16:05,Bangalore,Paytm,Android,158.119.93.42
TXN3453,Lisa Crosby,98428886,88346.38,Debit Card,Debit,24-04-2026 19:30,Mysore,Zomato,iPhone,173.253.189.129
TXN3454,Matthew Parks,8620678275,4107.17,UPI,Debit,07-04-2026 15:56,Delhi,Flipkart,Web,210.173.59.209
TXN3455,Mark Burke,8417390393,14315.24,Debit Card,Credit,26-02-2026 11:10,Bangalore,Amazon,Web,204.161.244.119
TXN3456,Daniel May,2521755103,41958.57,UPI,Debit,06-02-2026 01:51,Bangalore,Myntra,Android,37.247.168.77
TXN3457,Jessica Hansen,2507049962,22949.99,Credit Card,Credit,17-02-2026 02:54,Delhi,Flipkart,Web,80.196.34.137
TXN3458,Robert Harris,2880282842,97608.41,Credit Card,Debit,10-01-2026 10:41,Bangalore,PhonePe,iPhone,210.244.123.154
TXN3459,Thomas Jennings,5663314619,42182.97,UPI,Debit,13-02-2026 14:39,Bangalore,Myntra,iPhone,57.186.69.100
TXN3460,Sandra Mercado,7431173784,58645.81,Debit Card,Debit,29-04-2026 22:01,Mysore,Amazon,Android,35.207.192.177
TXN3461,Brian Lee,7461179721,96793.09,Credit Card,Debit,01-02-2026 14:04,Hyderabad,Amazon,Web,126.143.84.189
TXN3462,Kendra Nunez,4981250724,44243.74,Net Banking,Credit,10-03-2026 18:45,Hyderabad,Myntra,iPhone,129.148.9.14
TXN3463,Kelly Conner,2610850002,57151.59,Net Banking,Credit,01-02-2026 13:05,Bangalore,Zomato,Android,82.103.233.37
TXN3464,Douglas Jones,4984156119,8286.72,UPI,Credit,17-02-2026 02:23,Hyderabad,Flipkart,Android,150.128.4.203
TXN3465,Stacy Holmes,8619132769,45621.18,Debit Card,Debit,02-02-2026 10:51,Pune,PhonePe,Web,3.51.171.17
TXN3466,Jamie Harris,2416121212,67350.95,Credit Card,Credit,13-04-2026 19:45,Delhi,Flipkart,iPhone,156.200.61.185
TXN3467,Kristin Mclean,7781067786,5649.72,UPI,Debit,13-03-2026 06:43,Delhi,Flipkart,Android,130.121.160.51
TXN3468,Tom Flores,4233727030,8787.12,Net Banking,Debit,17-04-2026 02:49,Chennai,Flipkart,Android,177.236.186.36
TXN3469,Shari Kelly,3887686535,47037.92,Net Banking,Debit,21-05-2026 12:50,Hyderabad,Zomato,Android,76.200.32.137
TXN3470,Ashley Wolfe,5165203783,89362.96,Credit Card,Debit,05-02-2026 02:33,Chennai,Amazon,Web,44.96.188.117
TXN3471,Nicole Roberts,4925992708,49286.18,Net Banking,Credit,30-03-2026 04:40,Hyderabad,Myntra,iPhone,152.99.193.133
TXN3472,Dylan Booker,2943732355,77891.69,Credit Card,Debit,08-02-2026 09:55,Chennai,Zomato,Android,41.160.212.253
TXN3473,Christy Brown,2683352088,95555.84,UPI,Debit,28-01-2026 20:59,Chennai,Flipkart,Android,141.81.24.252
TXN3474,Michael Estrada,9009571485,4873.52,Debit Card,Debit,27-05-2026 22:46,Chennai,Amazon,Android,199.209.156.148
TXN3475,John Gaines,6139405295,23517.69,Debit Card,Debit,12-02-2026 15:38,Chennai,Zomato,Web,23.96.129.204
TXN3476,Crystal Simpson,6443382438,30420.66,Debit Card,Credit,08-04-2026 02:43,Delhi,PhonePe,Web,66.196.205.51
TXN3477,Jeffrey Stevens,7281778420,829.54,Credit Card,Debit,03-03-2026 01:19,Mysore,Amazon,Android,26.22.191.79
TXN3478,Thomas Bennett,5944109741,29301.26,UPI,Credit,18-04-2026 02:22,Pune,Flipkart,Web,219.11.169.37
TXN3479,Eric Thomas,5767632774,99603.78,Credit Card,Credit,02-03-2026 11:05,Hyderabad,PhonePe,Web,161.61.172.81
TXN3480,Phillip Young,9340660370,60120.07,UPI,Debit,21-04-2026 01:37,Delhi,Amazon,Android,166.87.209.1
TXN3481,Amanda Smith,8171821682,3789.98,Credit Card,Debit,16-05-2026 11:57,Mumbai,Paytm,iPhone,46.94.227.114
TXN3482,Hannah Martin,1523630751,25011.71,Net Banking,Credit,16-05-2026 04:19,Chennai,PhonePe,Android,203.110.157.31
TXN3483,Eduardo Miller,2604309652,70155.16,Credit Card,Credit,21-05-2026 08:06,Hyderabad,PhonePe,Android,205.242.132.81
TXN3484,Brett Gregory,4955395165,97541.82,UPI,Debit,03-02-2026 09:03,Hyderabad,Paytm,Web,204.240.194.125
TXN3485,Michael Joyce,8301442809,81393.38,Debit Card,Credit,07-01-2026 22:52,Mysore,Paytm,Web,78.162.237.178
TXN3486,Gregory Moore,6027365402,12075.35,UPI,Debit,01-04-2026 22:32,Pune,Zomato,Web,175.208.225.201
TXN3487,Michael Romero,6001580966,42870.16,UPI,Debit,28-04-2026 04:30,Pune,Paytm,iPhone,200.122.215.166
TXN3488,Joseph Nelson,9074963629,40880.15,Debit Card,Debit,10-02-2026 07:43,Mumbai,Paytm,iPhone,128.10.60.121
TXN3489,Noah Marks,9704881176,78062.23,Credit Card,Credit,26-03-2026 10:18,Pune,PhonePe,Web,84.50.134.185
TXN3490,Jennifer Lewis,7402073550,34228.76,Debit Card,Debit,04-03-2026 18:26,Chennai,Myntra,iPhone,208.141.60.252
TXN3491,Antonio Velazquez,1355835988,42668.35,UPI,Debit,06-01-2026 06:34,Pune,Paytm,Android,15.70.35.110
TXN3492,Lisa Davis,9014062055,16758.23,Debit Card,Credit,14-04-2026 16:08,Mysore,PhonePe,Android,137.245.9.196
TXN3493,Tracy Garrett,8512009899,21166.78,UPI,Debit,16-01-2026 23:51,Chennai,Swiggy,Web,48.67.225.196
TXN3494,Melanie Williams,9619307786,74734.33,UPI,Debit,18-04-2026 03:27,Delhi,Amazon,iPhone,76.129.67.78
TXN3495,Karen Daniel,4362471556,77905.57,Debit Card,Credit,05-02-2026 14:08,Mumbai,Paytm,iPhone,125.81.85.96
TXN3496,Jennifer Vega,9001976710,12836.36,UPI,Credit,25-01-2026 20:19,Mysore,Myntra,Web,1.92.36.109
TXN3497,Calvin Obrien,637403519,29062.53,Net Banking,Credit,30-04-2026 12:52,Hyderabad,Zomato,iPhone,79.223.171.210
TXN3498,Amber Brown,9427942614,59873.52,Debit Card,Debit,16-01-2026 22:37,Delhi,Paytm,iPhone,32.86.3.131
TXN3499,Stacy Mclaughlin,110673070,78930.16,Net Banking,Credit,16-01-2026 02:15,Mysore,PhonePe,Web,179.84.156.230
TXN3500,Erin Patel,6539756359,15584.67,Credit Card,Debit,04-05-2026 21:45,Mysore,Zomato,Android,151.13.174.93
TXN3501,Erica Clark MD,4390529350,60287.78,UPI,Debit,12-02-2026 06:57,Pune,Zomato,iPhone,167.126.241.75
TXN3502,Ashley Williams,2535132636,35835.41,Net Banking,Credit,06-02-2026 18:54,Hyderabad,Myntra,Web,156.209.10.222
TXN3503,Russell Schmidt,8386734233,61606.25,Net Banking,Credit,08-02-2026 11:24,Hyderabad,Paytm,iPhone,116.57.200.99
TXN3504,Joseph Kennedy,1054444720,49982.03,Net Banking,Debit,20-05-2026 19:22,Pune,PhonePe,Web,50.150.240.231
TXN3505,Robert Saunders,2790381850,17765.21,Credit Card,Credit,22-01-2026 16:19,Pune,Flipkart,iPhone,117.148.3.251
TXN3506,Tanner Riley,1965880268,85158.15,Credit Card,Credit,11-05-2026 15:53,Delhi,Flipkart,Web,99.40.217.184
TXN3507,Jason Cortez,2544746963,75251.4,Net Banking,Debit,13-01-2026 21:54,Delhi,PhonePe,Web,110.215.188.70
TXN3508,Sarah Perez,4547609978,21325.68,Net Banking,Credit,18-01-2026 17:26,Mysore,Amazon,Web,153.163.228.173
TXN3509,Juan Gonzales,784803776,62957.57,Credit Card,Credit,24-04-2026 20:41,Bangalore,Zomato,Web,8.18.84.38
TXN3510,Colin Johnson,4419921919,24121.49,Net Banking,Debit,14-03-2026 01:45,Mumbai,Myntra,Android,145.189.218.196
TXN3511,Brenda Wilson,9210202141,37666.15,UPI,Debit,21-04-2026 21:33,Delhi,Amazon,Web,11.192.160.63
TXN3512,Samantha Stevens,84384787,50269.54,Net Banking,Debit,03-02-2026 09:21,Chennai,PhonePe,iPhone,193.157.119.69
TXN3513,Michele Hunter,7757328827,17794.57,Net Banking,Debit,05-04-2026 08:12,Pune,Myntra,iPhone,151.248.24.18
TXN3514,Allen Gray,6092688252,29450.57,UPI,Debit,21-05-2026 21:39,Hyderabad,Paytm,iPhone,136.116.46.236
TXN3515,Michael Ramos,646871159,18965.22,Net Banking,Debit,06-04-2026 10:00,Chennai,Amazon,Web,206.196.166.145
TXN3516,Anthony Bray,3288467128,55943.9,Credit Card,Credit,10-05-2026 10:05,Hyderabad,Swiggy,Android,24.226.235.199
TXN3517,Antonio King,3983033726,67257.06,Credit Card,Debit,15-05-2026 08:25,Chennai,Flipkart,Web,31.203.115.233
TXN3518,Samuel Porter,9928300391,67471.65,Debit Card,Credit,26-01-2026 03:01,Delhi,Zomato,Android,219.96.50.101
TXN3519,Bonnie Allen,1839499828,92911.06,Credit Card,Debit,28-03-2026 05:36,Chennai,Paytm,iPhone,56.10.17.159
TXN3520,Ryan Jacobs,1857451149,58804.93,Debit Card,Credit,09-05-2026 04:44,Pune,Zomato,Web,204.127.206.21
TXN3521,Theresa Perez,795410930,30268.18,Net Banking,Debit,27-01-2026 00:56,Mumbai,Myntra,Web,79.72.244.108
TXN3522,Tanner Jennings,2207687595,6880.1,Net Banking,Debit,02-02-2026 02:12,Mumbai,Swiggy,Web,85.245.49.130
TXN3523,Rachel Ochoa,2810632799,21121.87,Net Banking,Credit,28-03-2026 10:56,Mumbai,Flipkart,Web,15.48.46.101
TXN3524,Melissa Maxwell,7067168558,71255.59,Credit Card,Credit,15-03-2026 14:44,Delhi,Paytm,Android,136.19.116.247
TXN3525,Charles Bowman,9951866617,74176.25,Credit Card,Debit,09-03-2026 04:42,Hyderabad,Zomato,iPhone,14.186.254.130
TXN3526,William Little,9560915037,27098.85,UPI,Debit,13-01-2026 04:16,Chennai,Flipkart,Android,3.112.105.29
TXN3527,Mary Moore,5653861173,74595,UPI,Debit,03-01-2026 04:13,Mysore,Flipkart,iPhone,47.25.133.58
TXN3528,Dylan Lucas,8823074108,29363.2,Debit Card,Credit,25-03-2026 10:12,Delhi,Swiggy,Web,22.91.32.118
TXN3529,Elizabeth Nguyen,9163289847,65941.31,Credit Card,Debit,15-02-2026 10:27,Bangalore,Zomato,Web,112.21.148.81
TXN3530,Ronald Esparza,7171837374,39674.34,Credit Card,Credit,24-02-2026 03:18,Bangalore,Swiggy,Android,156.93.0.8
TXN3531,Elizabeth Smith,1405244477,21504.52,UPI,Credit,13-04-2026 22:53,Mysore,Flipkart,Web,205.34.146.119
TXN3532,John Rhodes,6719716997,16266.81,Credit Card,Credit,25-05-2026 15:18,Pune,Amazon,Android,129.99.66.181
TXN3533,Brian Hess,9116279775,42682.77,UPI,Credit,23-05-2026 19:22,Hyderabad,Flipkart,Web,133.86.108.221
TXN3534,Theresa Morris,4230930402,3974.38,Net Banking,Credit,22-05-2026 00:28,Chennai,Paytm,Android,111.145.143.139
TXN3535,Andrew Collier,3105869318,99421.57,Net Banking,Debit,11-04-2026 16:43,Chennai,Paytm,Web,150.198.29.37
TXN3536,Glenda Reed,325861446,48778.29,Net Banking,Debit,14-04-2026 21:31,Chennai,Zomato,iPhone,140.159.87.244
TXN3537,Candice Bullock,6046802891,70155.99,Debit Card,Debit,20-02-2026 04:10,Pune,Flipkart,iPhone,116.92.141.113
TXN3538,Sarah Kerr,8306377930,83062.7,Credit Card,Debit,28-03-2026 05:44,Hyderabad,PhonePe,iPhone,146.30.169.195
TXN3539,Christian Ball,1983431040,25097.55,Net Banking,Credit,22-04-2026 11:08,Mysore,Myntra,Android,173.159.18.161
TXN3540,Linda Miller,8031001364,29121.17,Credit Card,Debit,06-05-2026 20:48,Mysore,PhonePe,Android,32.87.219.179
TXN3541,Brian Byrd,6788529787,18973.1,UPI,Credit,21-01-2026 02:18,Hyderabad,Paytm,Android,214.100.188.130
TXN3542,Anthony Stephens,2625437531,41851.74,Net Banking,Debit,06-01-2026 13:47,Chennai,Flipkart,iPhone,221.165.197.71
TXN3543,Pamela Tucker,9595109702,46334.88,Net Banking,Credit,12-03-2026 10:27,Delhi,PhonePe,iPhone,133.204.97.240
TXN3544,Jennifer Mitchell,7972543049,33162.19,Debit Card,Debit,11-04-2026 11:30,Chennai,Flipkart,Web,108.137.38.160
TXN3545,Crystal Harrington,4832259552,7298.52,Debit Card,Debit,10-01-2026 08:58,Mysore,Myntra,Web,193.84.103.129
TXN3546,Elizabeth Goodman,9052602407,20022.15,Debit Card,Credit,25-01-2026 12:41,Hyderabad,Zomato,Android,61.181.19.101
TXN3547,Mr. David Dudley MD,3525165616,66638.14,Net Banking,Debit,23-05-2026 22:39,Mumbai,PhonePe,Web,18.125.196.7
TXN3548,Lauren Holden,7924749213,71309.79,UPI,Credit,09-04-2026 04:17,Chennai,Swiggy,Web,108.66.159.5
TXN3549,Jessica Benton,775260769,88384.18,UPI,Debit,23-03-2026 13:39,Pune,Myntra,Web,137.90.35.25
TXN3550,Henry Goodwin,3463043763,23775.82,Credit Card,Debit,20-02-2026 09:01,Mumbai,PhonePe,Android,156.240.202.55
TXN3551,Jason Washington,3334901936,33599.51,Debit Card,Debit,08-02-2026 16:45,Bangalore,Paytm,iPhone,76.10.226.0
TXN3552,Jared Thomas,8244931355,8073.14,Credit Card,Credit,17-02-2026 11:20,Pune,Paytm,iPhone,125.150.69.187
TXN3553,Joanna Hughes,881067311,16408.93,Net Banking,Credit,31-03-2026 01:00,Hyderabad,PhonePe,Web,213.34.163.207
TXN3554,David Freeman,8991644439,58216.96,Net Banking,Credit,12-05-2026 16:51,Mumbai,PhonePe,Web,219.196.40.123
TXN3555,Sheila Burgess,6462149468,46173.21,Debit Card,Debit,22-01-2026 21:47,Mysore,Myntra,Web,128.216.116.26
TXN3556,Dawn Hunter,3615881523,75580.64,UPI,Credit,26-01-2026 01:09,Hyderabad,Paytm,Web,2.183.249.0
TXN3557,Karina Coleman,7464046278,73748.01,Net Banking,Credit,10-03-2026 20:31,Mumbai,Paytm,Web,162.54.137.195
TXN3558,Mark Richards,9747707388,13489.94,UPI,Debit,07-01-2026 17:25,Pune,Flipkart,Web,153.26.73.80
TXN3559,Brandon Bender,4316360959,44990.04,Debit Card,Credit,26-01-2026 16:24,Bangalore,Swiggy,Web,140.204.176.165
TXN3560,Sandra Holt,3841759662,91120.12,Net Banking,Debit,11-04-2026 03:21,Mumbai,Amazon,Web,34.225.13.225
TXN3561,Shannon Sanford,5968130521,13804.77,UPI,Credit,16-05-2026 13:24,Mysore,Swiggy,Android,68.113.67.0
TXN3562,Justin Watson,8596269116,11030.43,Net Banking,Credit,26-02-2026 10:13,Pune,PhonePe,Web,160.13.4.106
TXN3563,Mrs. Ana Davis,5400777525,42517.4,Debit Card,Credit,26-04-2026 20:14,Chennai,Amazon,iPhone,75.241.247.30
TXN3564,Cindy Mann,9470858098,60609.85,Net Banking,Debit,27-05-2026 07:56,Delhi,Paytm,iPhone,58.203.88.214
TXN3565,Deborah Guzman,3023327541,31734.31,Debit Card,Debit,07-01-2026 00:25,Chennai,PhonePe,Android,99.144.1.47
TXN3566,James Pugh,3633724295,18423.68,UPI,Debit,08-03-2026 09:34,Hyderabad,Myntra,Android,77.129.47.43
TXN3567,Diane Taylor,1104633655,35181.07,UPI,Debit,08-04-2026 09:04,Mumbai,PhonePe,Android,197.53.47.165
TXN3568,Charles Ray,4618049601,55718.59,UPI,Debit,26-02-2026 10:22,Mysore,Swiggy,Android,36.82.119.44
TXN3569,John Jackson,8041931436,1820.84,UPI,Credit,29-03-2026 23:19,Mysore,Myntra,iPhone,48.39.165.81
TXN3570,Kathryn Benitez,9800020493,66795.84,Net Banking,Debit,17-03-2026 16:33,Pune,Flipkart,Web,223.189.33.202
TXN3571,Karen Crosby,812551764,63763.33,Debit Card,Debit,13-04-2026 17:31,Chennai,Myntra,iPhone,128.124.253.57
TXN3572,Krystal Harris,2077126896,25140.09,Credit Card,Debit,17-03-2026 16:18,Bangalore,Paytm,Web,185.116.145.34
TXN3573,Hannah Mccall,4353993107,7166.81,UPI,Debit,22-02-2026 23:19,Chennai,Zomato,Android,203.123.194.159
TXN3574,Troy Bush,7391764232,33306.7,Debit Card,Credit,29-03-2026 21:35,Pune,Swiggy,iPhone,189.124.46.203
TXN3575,John Brown,3588158891,76298.75,Credit Card,Debit,04-04-2026 05:27,Mumbai,PhonePe,Web,142.23.161.100
TXN3576,Thomas Green,6765517555,34015.67,UPI,Debit,11-03-2026 15:02,Mysore,Swiggy,Web,36.106.88.38
TXN3577,Paige Pennington,6955538625,50737.26,Debit Card,Credit,10-03-2026 09:22,Hyderabad,Amazon,Android,20.204.118.107
TXN3578,Steven Montes,6560712729,9131.7,Net Banking,Debit,28-03-2026 20:44,Hyderabad,PhonePe,iPhone,114.92.23.129
TXN3579,Shawn Fuentes,4508718818,82572.77,Debit Card,Credit,06-05-2026 13:09,Delhi,Flipkart,iPhone,176.175.255.24
TXN3580,Margaret Abbott,22509773,27458.72,Credit Card,Credit,05-03-2026 19:07,Delhi,PhonePe,Web,14.128.131.131
TXN3581,Margaret Cook MD,7236430017,99320.05,Debit Card,Debit,07-04-2026 15:32,Hyderabad,Myntra,iPhone,126.84.160.215
TXN3582,Erica Wells,8448267128,25998.24,Net Banking,Credit,12-04-2026 03:48,Chennai,Paytm,iPhone,107.83.156.235
TXN3583,Brittney Cobb,6948474557,98903.28,Net Banking,Credit,25-01-2026 11:04,Pune,Zomato,iPhone,28.37.93.15
